Raw_signal,Signal_with_offset_removed,Schmitt_trigger_output,Pulses_counted
-10.000000,-0.001551,0.000000,0.000000
-10.000000,-0.001473,0.000000,0.000000
-10.000000,-0.001400,0.000000,0.000000
-10.000000,-0.001330,0.000000,0.000000
-10.000000,-0.001264,0.000000,0.000000
-10.000000,-0.001201,0.000000,0.000000
-10.000000,-0.001141,0.000000,0.000000
-10.000000,-0.001083,0.000000,0.000000
-10.000000,-0.001029,0.000000,0.000000
-10.000000,-0.000978,0.000000,0.000000
-10.000000,-0.000929,0.000000,0.000000
-10.000000,-0.000882,0.000000,0.000000
-10.000000,-0.000838,0.000000,0.000000
-10.000000,-0.000796,0.000000,0.000000
-10.000000,-0.000756,0.000000,0.000000
-10.000000,-0.000718,0.000000,0.000000
-10.000000,-0.000682,0.000000,0.000000
-10.000000,-0.000648,0.000000,0.000000
-10.000000,-0.000615,0.000000,0.000000
-10.000000,-0.000585,0.000000,0.000000
-10.000000,-0.000555,0.000000,0.000000
-10.000000,-0.000527,0.000000,0.000000
-10.000000,-0.000501,0.000000,0.000000
-10.000000,-0.000476,0.000000,0.000000
-10.000000,-0.000452,0.000000,0.000000
-10.000000,-0.000429,0.000000,0.000000
-10.000000,-0.000408,0.000000,0.000000
-10.000000,-0.000388,0.000000,0.000000
-10.000000,-0.000369,0.000000,0.000000
-10.000000,-0.000351,0.000000,0.000000
-10.000000,-0.000334,0.000000,0.000000
-10.000000,-0.000317,0.000000,0.000000
-10.000000,-0.000300,0.000000,0.000000
-10.000000,-0.000285,0.000000,0.000000
-10.000000,-0.000271,0.000000,0.000000
-10.000000,-0.000257,0.000000,0.000000
-10.000000,-0.000244,0.000000,0.000000
-10.000000,-0.000232,0.000000,0.000000
-10.000000,-0.000220,0.000000,0.000000
-10.000000,-0.000209,0.000000,0.000000
-10.000000,-0.000198,0.000000,0.000000
-10.000000,-0.000189,0.000000,0.000000
-10.000000,-0.000179,0.000000,0.000000
-10.000000,-0.000171,0.000000,0.000000
-10.000000,-0.000162,0.000000,0.000000
-10.000000,-0.000154,0.000000,0.000000
-10.000000,-0.000147,0.000000,0.000000
-10.000000,-0.000139,0.000000,0.000000
-10.000000,-0.000133,0.000000,0.000000
-10.000000,-0.000126,0.000000,0.000000
-10.000000,-0.000119,0.000000,0.000000
-10.000000,-0.000113,0.000000,0.000000
-10.000000,-0.000108,0.000000,0.000000
-10.000000,-0.000102,0.000000,0.000000
-10.000000,-0.000097,0.000000,0.000000
-10.000000,-0.000093,0.000000,0.000000
-10.000000,-0.000088,0.000000,0.000000
-10.000000,-0.000083,0.000000,0.000000
-10.000000,-0.000079,0.000000,0.000000
-10.000000,-0.000075,0.000000,0.000000
-10.000000,-0.000072,0.000000,0.000000
-10.000000,-0.000068,0.000000,0.000000
-10.000000,-0.000064,0.000000,0.000000
-10.000000,-0.000061,0.000000,0.000000
-10.000000,-0.000058,0.000000,0.000000
-10.000000,-0.000055,0.000000,0.000000
-10.000000,-0.000052,0.000000,0.000000
-10.000000,-0.000050,0.000000,0.000000
-10.000000,-0.000047,0.000000,0.000000
-10.000000,-0.000045,0.000000,0.000000
-10.000000,-0.000043,0.000000,0.000000
-10.000000,-0.000041,0.000000,0.000000
-10.000000,-0.000039,0.000000,0.000000
-10.000000,-0.000037,0.000000,0.000000
-10.000000,-0.000035,0.000000,0.000000
-10.000000,-0.000033,0.000000,0.000000
-10.000000,-0.000031,0.000000,0.000000
-10.000000,-0.000030,0.000000,0.000000
-10.000000,-0.000028,0.000000,0.000000
-10.000000,-0.000027,0.000000,0.000000
-10.000000,-0.000026,0.000000,0.000000
-10.000000,-0.000025,0.000000,0.000000
-10.000000,-0.000024,0.000000,0.000000
-10.000000,-0.000023,0.000000,0.000000
-10.000000,-0.000022,0.000000,0.000000
-10.000000,-0.000021,0.000000,0.000000
-10.000000,-0.000020,0.000000,0.000000
-10.000000,-0.000019,0.000000,0.000000
-10.000000,-0.000018,0.000000,0.000000
-10.000000,-0.000017,0.000000,0.000000
-10.000000,-0.000016,0.000000,0.000000
-10.000000,-0.000015,0.000000,0.000000
-10.000000,-0.000014,0.000000,0.000000
-10.000000,-0.000013,0.000000,0.000000
-10.000000,-0.000012,0.000000,0.000000
-10.000000,-0.000011,0.000000,0.000000
